spot,x,y,tumor_hat
cosmx_bcc_spot_0000010360,-488009.82514373143,35237.38552562574,0.9832939419912442
cosmx_bcc_spot_0000010362,-488011.9640326203,35933.94108118129,0.9596500376849122
cosmx_bcc_spot_0000010366,-488022.27492579,37389.212880654486,0.0072978306797582
cosmx_bcc_spot_0000010450,-488101.2085034957,67802.45358502911,0.810498890085974
cosmx_bcc_spot_0000010763,-487737.9236285799,34831.82491956513,0.8900113834256616
cosmx_bcc_spot_0000010775,-487757.7405027499,39163.716322464905,2.1431834455215995e-10
cosmx_bcc_spot_0000010776,-487697.77383608324,39590.01632246491,1.8655238127565988e-15
cosmx_bcc_spot_0000011577,-487021.5418103981,36998.8021922924,1.273221026024474e-15
cosmx_bcc_spot_0000011578,-487036.10643935995,37331.49125877314,1.7908892180204478e-10
cosmx_bcc_spot_0000011719,-486674.2898939421,-57897.41108243111,4.823747159469545e-12
cosmx_bcc_spot_0000011982,-486663.50520900753,37371.000215960135,0.0001024645229779
cosmx_bcc_spot_0000012069,-486686.3609099128,68899.49101818417,0.8175035412965395
cosmx_bcc_spot_0000012124,-486268.4975862497,-57572.21492858495,2.6208253543534706e-05
cosmx_bcc_spot_0000012386,-486279.5000892461,37345.09236438292,0.0110643100549961
cosmx_bcc_spot_0000012466,-486268.31067067833,66387.21829091142,0.5584465813095754
cosmx_bcc_spot_0000012790,-485893.62350970285,37365.548931399,0.7514601589076365
cosmx_bcc_spot_0000012795,-485874.4071694165,39190.78298913157,3.955776332544615e-06
cosmx_bcc_spot_0000012935,-485551.88989394216,-56403.8110824311,0.8184291779268595
cosmx_bcc_spot_0000013191,-485561.9018103981,36312.79219229241,1.4772246735612344e-15
cosmx_bcc_spot_0000013737,-484821.2174861165,-58648.368271797095,2.042112393026969e-07
cosmx_bcc_spot_0000013994,-484839.3300456922,34463.90513346887,0.3502637859252842
cosmx_bcc_spot_0000014142,-484432.5590971023,-58321.32709527356,1.9907283981432224e-15
cosmx_bcc_spot_0000014401,-484451.2275246838,35581.49504943526,0.526122933414126
cosmx_bcc_spot_0000014402,-484476.12642578216,35923.64834613856,0.992843317467846
cosmx_bcc_spot_0000014406,-484455.6108902849,37377.89420731231,0.9999999999127136
cosmx_bcc_spot_0000014409,-484532.551613861,38465.01632246491,0.1536867919290785
cosmx_bcc_spot_0000014545,-484124.39243043563,-58605.82709527356,2.646070615703358e-11
cosmx_bcc_spot_0000015762,-483030.42576376896,-56799.0604286069,1.0103315183520297e-13
cosmx_bcc_spot_0000015845,-483003.5916492382,-26737.315599815796,0.0071986517043323
cosmx_bcc_spot_0000015851,-483023.658315905,-24606.915599815802,1.1198342879162823e-11
cosmx_bcc_spot_0000016006,-483062.2567025088,31575.256466411953,0.992071030563316
cosmx_bcc_spot_0000016256,-482704.858315905,-24150.733781633982,0.4681068639405595
cosmx_bcc_spot_0000016257,-482653.3320001154,-23838.49454718422,0.2788467035614188
cosmx_bcc_spot_0000016431,-482721.4041467523,39190.02443914175,0.0870277860007085
cosmx_bcc_spot_0000016538,-482654.7731479916,77944.58770463822,0.8828184072198756
cosmx_bcc_spot_0000016570,-482309.39243043563,-56782.71598416245,0.1187319354800512
cosmx_bcc_spot_0000016654,-482317.5855886322,-26422.09741799762,3.928344558534707e-05
cosmx_bcc_spot_0000016828,-482315.6037265843,36630.43200216697,0.9905939632051604
cosmx_bcc_spot_0000017060,-481910.6083159049,-25607.582266482466,1.2842372787383517e-15
cosmx_bcc_spot_0000017336,-481954.72428043024,74304.40500470051,0.9680494942370516
cosmx_bcc_spot_0000017347,-481895.48743370577,78296.90516495568,0.8169274608055728
cosmx_bcc_spot_0000017468,-481577.4946795413,-24216.279236179438,1.8990728586800813e-15
cosmx_bcc_spot_0000017614,-481575.61384536594,28663.506466411956,0.7287210596409343
cosmx_bcc_spot_0000017615,-481597.76219701394,29046.577894983402,0.6273062418700532
cosmx_bcc_spot_0000017619,-481567.16803255805,30470.336515673036,0.8637953175015907
cosmx_bcc_spot_0000017623,-481567.68527393736,31894.292180697666,0.7891259225243628
cosmx_bcc_spot_0000017723,-481567.58593620354,68173.00078738207,0.7741465377269863
cosmx_bcc_spot_0000017737,-481571.02297324035,73233.23899162856,0.9999953976375926
cosmx_bcc_spot_0000017738,-481560.5049176847,73587.33760273967,0.9999999987733778
cosmx_bcc_spot_0000018041,-481209.22767616407,37005.84796855351,0.9595430661338364
cosmx_bcc_spot_0000018141,-481233.71654049197,73231.23782203795,0.9999998871030872
cosmx_bcc_spot_0000018147,-481195.488595146,75418.73675612875,0.9999460720638952
cosmx_bcc_spot_0000018271,-480875.07260161935,-26020.308456958646,0.9869853311177148
cosmx_bcc_spot_0000018450,-480878.9086716392,38809.827606562576,0.9812800837481346
cosmx_bcc_spot_0000018530,-480879.5746640617,67841.37437836434,0.5071075523625264
cosmx_bcc_spot_0000018536,-480851.855296473,69973.27688165814,0.9999999899859134
cosmx_bcc_spot_0000018550,-480864.7156767273,75067.67199582596,0.9703832542773264
cosmx_bcc_spot_0000018665,-480507.91114364215,-29646.575382162206,0.7184207587855956
cosmx_bcc_spot_0000018674,-480490.39677744353,-26350.915599815788,0.9031737102760812
cosmx_bcc_spot_0000018829,-480487.2269406039,29788.327894983388,0.6787873871928436
cosmx_bcc_spot_0000018943,-480481.7250753427,71065.65460724421,0.9950315167515464
cosmx_bcc_spot_0000018950,-480505.06741768506,73582.95010273975,0.9999984269655576
cosmx_bcc_spot_0000018961,-480489.82691143255,77572.6808946024,0.9449355488317464
cosmx_bcc_spot_0000019066,-480097.0367475067,-30646.546396654958,0.3000748735042591
