spot,condition,Cancer.cells,Fibroblast,MoMacDC
cosmx_bcc_xdonor_spot_0000065919,Wound,0.4814814814814814,0.2222222222222222,0.1481481481481481
cosmx_bcc_xdonor_spot_0000065920,Wound,0.0,0.5,0.3636363636363636
cosmx_bcc_xdonor_spot_0000065921,Wound,0.4166666666666667,0.25,0.1666666666666666
cosmx_bcc_xdonor_spot_0000065922,Wound,0.9090909090909092,0.0,0.0303030303030303
cosmx_bcc_xdonor_spot_0000065923,Wound,0.9696969696969696,0.0,0.0
cosmx_bcc_xdonor_spot_0000065924,Wound,0.9655172413793104,0.0,0.0
cosmx_bcc_xdonor_spot_0000065925,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000065926,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000065927,Wound,0.9090909090909092,0.0454545454545454,0.0454545454545454
cosmx_bcc_xdonor_spot_0000065928,Wound,0.6111111111111112,0.3333333333333333,0.0555555555555555
cosmx_bcc_xdonor_spot_0000065929,Wound,0.35,0.4,0.1
cosmx_bcc_xdonor_spot_0000065930,Wound,0.0,0.5294117647058824,0.1764705882352941
cosmx_bcc_xdonor_spot_0000065931,Wound,0.0714285714285714,0.0,0.0
cosmx_bcc_xdonor_spot_0000066099,Wound,0.4615384615384615,0.1538461538461538,0.0
cosmx_bcc_xdonor_spot_0000066100,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066101,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066102,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066103,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066104,Wound,0.8636363636363636,0.1363636363636363,0.0
cosmx_bcc_xdonor_spot_0000066105,Wound,0.8125,0.1875,0.0
cosmx_bcc_xdonor_spot_0000066106,Wound,0.7931034482758621,0.2068965517241379,0.0
cosmx_bcc_xdonor_spot_0000066107,Wound,0.8823529411764706,0.1176470588235294,0.0
cosmx_bcc_xdonor_spot_0000066108,Wound,0.631578947368421,0.3684210526315789,0.0
cosmx_bcc_xdonor_spot_0000066109,Wound,0.5833333333333334,0.25,0.0
cosmx_bcc_xdonor_spot_0000066110,Wound,0.9047619047619048,0.0,0.0
cosmx_bcc_xdonor_spot_0000066111,Wound,0.3636363636363636,0.5454545454545454,0.0
cosmx_bcc_xdonor_spot_0000066112,Wound,0.1666666666666666,0.6666666666666666,0.0555555555555555
cosmx_bcc_xdonor_spot_0000066113,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066114,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066115,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066116,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066117,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066118,Wound,0.96,0.0,0.04
cosmx_bcc_xdonor_spot_0000066119,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066120,Wound,0.25,0.375,0.125
cosmx_bcc_xdonor_spot_0000066121,Wound,0.1111111111111111,0.4444444444444444,0.0555555555555555
cosmx_bcc_xdonor_spot_0000066122,Wound,0.0,0.3333333333333333,0.3333333333333333
cosmx_bcc_xdonor_spot_0000066123,Wound,0.0,0.4545454545454545,0.5
cosmx_bcc_xdonor_spot_0000066124,Wound,0.0,0.1904761904761904,0.6190476190476191
cosmx_bcc_xdonor_spot_0000066125,Wound,0.0526315789473684,0.2105263157894736,0.2631578947368421
cosmx_bcc_xdonor_spot_0000066126,Wound,0.0625,0.4375,0.0
cosmx_bcc_xdonor_spot_0000066127,Wound,0.0,0.3684210526315789,0.4210526315789473
cosmx_bcc_xdonor_spot_0000066128,Wound,0.0,0.8666666666666667,0.1333333333333333
cosmx_bcc_xdonor_spot_0000066129,Wound,0.0,0.3888888888888889,0.2777777777777778
cosmx_bcc_xdonor_spot_0000066130,Wound,0.0,0.8235294117647058,0.0588235294117647
cosmx_bcc_xdonor_spot_0000066131,Wound,0.0454545454545454,0.4545454545454545,0.4090909090909091
cosmx_bcc_xdonor_spot_0000066132,Wound,0.0,0.6666666666666666,0.3333333333333333
cosmx_bcc_xdonor_spot_0000066133,Wound,0.0555555555555555,0.3333333333333333,0.3888888888888889
cosmx_bcc_xdonor_spot_0000066134,Wound,0.0,0.55,0.2
cosmx_bcc_xdonor_spot_0000066135,Wound,0.0,0.6666666666666666,0.2857142857142857
cosmx_bcc_xdonor_spot_0000066136,Wound,0.0769230769230769,0.3846153846153846,0.0
cosmx_bcc_xdonor_spot_0000066137,Wound,0.2142857142857142,0.0,0.0
cosmx_bcc_xdonor_spot_0000066138,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066139,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066140,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066141,Wound,0.9565217391304348,0.0,0.0434782608695652
cosmx_bcc_xdonor_spot_0000066142,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066201,Wound,0.3333333333333333,0.0,0.0
cosmx_bcc_xdonor_spot_0000066202,Wound,0.2105263157894736,0.0,0.0
cosmx_bcc_xdonor_spot_0000066203,Wound,0.9565217391304348,0.0,0.0
cosmx_bcc_xdonor_spot_0000066204,Wound,0.925925925925926,0.0,0.074074074074074
cosmx_bcc_xdonor_spot_0000066205,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066206,Wound,0.9090909090909092,0.0454545454545454,0.0454545454545454
cosmx_bcc_xdonor_spot_0000066207,Wound,0.9285714285714286,0.0357142857142857,0.0
cosmx_bcc_xdonor_spot_0000066208,Wound,0.0,0.4545454545454545,0.1818181818181818
cosmx_bcc_xdonor_spot_0000066209,Wound,0.2758620689655172,0.4482758620689655,0.1724137931034483
cosmx_bcc_xdonor_spot_0000066210,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066211,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066212,Wound,0.9166666666666666,0.0833333333333333,0.0
cosmx_bcc_xdonor_spot_0000066213,Wound,0.8888888888888888,0.1111111111111111,0.0
cosmx_bcc_xdonor_spot_0000066214,Wound,0.935483870967742,0.0,0.0
cosmx_bcc_xdonor_spot_0000066215,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066216,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066217,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066218,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066219,Wound,0.3846153846153846,0.0,0.1538461538461538
cosmx_bcc_xdonor_spot_0000066220,Wound,0.72,0.04,0.2
cosmx_bcc_xdonor_spot_0000066221,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066222,Wound,0.9333333333333332,0.0,0.0333333333333333
cosmx_bcc_xdonor_spot_0000066223,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066224,Wound,0.967741935483871,0.0,0.0
cosmx_bcc_xdonor_spot_0000066225,Wound,0.6666666666666666,0.2222222222222222,0.037037037037037
cosmx_bcc_xdonor_spot_0000066226,Wound,0.8333333333333334,0.1111111111111111,0.0555555555555555
cosmx_bcc_xdonor_spot_0000066227,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066228,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066229,Wound,0.1052631578947368,0.6842105263157895,0.2105263157894736
cosmx_bcc_xdonor_spot_0000066230,Wound,0.0,0.1666666666666666,0.0
cosmx_bcc_xdonor_spot_0000066231,Wound,0.0,0.0,0.1666666666666666
cosmx_bcc_xdonor_spot_0000066397,Wound,0.5,0.125,0.0
cosmx_bcc_xdonor_spot_0000066399,Wound,0.9629629629629628,0.037037037037037,0.0
cosmx_bcc_xdonor_spot_0000066400,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066401,Wound,0.9705882352941176,0.0294117647058823,0.0
cosmx_bcc_xdonor_spot_0000066402,Wound,0.9523809523809524,0.0476190476190476,0.0
cosmx_bcc_xdonor_spot_0000066403,Wound,0.8666666666666667,0.0666666666666666,0.0
cosmx_bcc_xdonor_spot_0000066404,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066405,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066406,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066407,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066408,Wound,0.7333333333333333,0.1333333333333333,0.0
cosmx_bcc_xdonor_spot_0000066409,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066410,Wound,0.92,0.04,0.0
cosmx_bcc_xdonor_spot_0000066411,Wound,0.5555555555555556,0.3888888888888889,0.0
cosmx_bcc_xdonor_spot_0000066412,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066413,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066414,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066415,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066416,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066417,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066418,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066419,Wound,0.2,0.2666666666666666,0.0666666666666666
cosmx_bcc_xdonor_spot_0000066420,Wound,0.0,0.28,0.24
cosmx_bcc_xdonor_spot_0000066421,Wound,0.0,0.55,0.25
cosmx_bcc_xdonor_spot_0000066422,Wound,0.0,0.6153846153846154,0.1538461538461538
cosmx_bcc_xdonor_spot_0000066423,Wound,0.0526315789473684,0.2631578947368421,0.2105263157894736
cosmx_bcc_xdonor_spot_0000066424,Wound,0.0,0.3125,0.125
cosmx_bcc_xdonor_spot_0000066425,Wound,0.0625,0.125,0.125
cosmx_bcc_xdonor_spot_0000066426,Wound,0.0416666666666666,0.2083333333333333,0.0833333333333333
cosmx_bcc_xdonor_spot_0000066427,Wound,0.0,0.48,0.36
cosmx_bcc_xdonor_spot_0000066428,Wound,0.0,0.32,0.08
cosmx_bcc_xdonor_spot_0000066429,Wound,0.0,0.6666666666666666,0.1428571428571428
cosmx_bcc_xdonor_spot_0000066430,Wound,0.0666666666666666,0.6666666666666666,0.1333333333333333
cosmx_bcc_xdonor_spot_0000066431,Wound,0.0,0.7142857142857143,0.2857142857142857
cosmx_bcc_xdonor_spot_0000066432,Wound,0.0588235294117647,0.4705882352941176,0.4705882352941176
cosmx_bcc_xdonor_spot_0000066433,Wound,0.0,0.5,0.5
cosmx_bcc_xdonor_spot_0000066434,Wound,0.0,0.4090909090909091,0.2727272727272727
cosmx_bcc_xdonor_spot_0000066435,Wound,0.0526315789473684,0.7368421052631579,0.0
cosmx_bcc_xdonor_spot_0000066436,Wound,0.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066437,Wound,0.8260869565217391,0.0,0.0
cosmx_bcc_xdonor_spot_0000066438,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066439,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066440,Wound,0.9166666666666666,0.0,0.0833333333333333
cosmx_bcc_xdonor_spot_0000066441,Wound,0.9230769230769232,0.0,0.0
cosmx_bcc_xdonor_spot_0000066500,Wound,0.3888888888888889,0.0,0.0
cosmx_bcc_xdonor_spot_0000066501,Wound,0.9166666666666666,0.0,0.0416666666666666
cosmx_bcc_xdonor_spot_0000066502,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066503,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066504,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066505,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066506,Wound,0.9736842105263158,0.0,0.0263157894736842
cosmx_bcc_xdonor_spot_0000066507,Wound,0.0,0.3809523809523809,0.4285714285714285
cosmx_bcc_xdonor_spot_0000066508,Wound,0.8636363636363636,0.0,0.0454545454545454
cosmx_bcc_xdonor_spot_0000066509,Wound,0.92,0.0,0.04
cosmx_bcc_xdonor_spot_0000066510,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066511,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066512,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066513,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066514,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066515,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066516,Wound,0.9642857142857144,0.0,0.0
cosmx_bcc_xdonor_spot_0000066517,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066518,Wound,0.5833333333333334,0.125,0.25
cosmx_bcc_xdonor_spot_0000066519,Wound,0.3846153846153846,0.0769230769230769,0.3846153846153846
cosmx_bcc_xdonor_spot_0000066520,Wound,0.8148148148148148,0.0,0.074074074074074
cosmx_bcc_xdonor_spot_0000066521,Wound,0.9393939393939394,0.0,0.0303030303030303
cosmx_bcc_xdonor_spot_0000066522,Wound,0.9285714285714286,0.0,0.0
cosmx_bcc_xdonor_spot_0000066523,Wound,0.9444444444444444,0.0,0.0
cosmx_bcc_xdonor_spot_0000066524,Wound,0.55,0.25,0.2
cosmx_bcc_xdonor_spot_0000066525,Wound,0.9285714285714286,0.0357142857142857,0.0357142857142857
cosmx_bcc_xdonor_spot_0000066526,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066527,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066528,Wound,0.1111111111111111,0.5555555555555556,0.2222222222222222
cosmx_bcc_xdonor_spot_0000066529,Wound,0.0,0.5833333333333334,0.3333333333333333
cosmx_bcc_xdonor_spot_0000066697,Wound,0.3333333333333333,0.3333333333333333,0.0
cosmx_bcc_xdonor_spot_0000066698,Wound,0.1,0.4,0.0
cosmx_bcc_xdonor_spot_0000066699,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066700,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066701,Wound,0.75,0.25,0.0
cosmx_bcc_xdonor_spot_0000066702,Wound,0.5,0.3333333333333333,0.0
cosmx_bcc_xdonor_spot_0000066703,Wound,0.9285714285714286,0.0714285714285714,0.0
cosmx_bcc_xdonor_spot_0000066704,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066705,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066706,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066707,Wound,0.5714285714285714,0.2857142857142857,0.0
cosmx_bcc_xdonor_spot_0000066708,Wound,0.9444444444444444,0.0,0.0
cosmx_bcc_xdonor_spot_0000066709,Wound,0.8461538461538461,0.0769230769230769,0.0
cosmx_bcc_xdonor_spot_0000066710,Wound,0.6,0.2,0.0
cosmx_bcc_xdonor_spot_0000066711,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066712,Wound,0.96,0.0,0.04
cosmx_bcc_xdonor_spot_0000066713,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066714,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066715,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066716,Wound,0.7692307692307693,0.0769230769230769,0.0
cosmx_bcc_xdonor_spot_0000066717,Wound,0.8333333333333334,0.1666666666666666,0.0
cosmx_bcc_xdonor_spot_0000066718,Wound,0.0,0.2857142857142857,0.1428571428571428
cosmx_bcc_xdonor_spot_0000066719,Wound,0.0,0.3333333333333333,0.4444444444444444
cosmx_bcc_xdonor_spot_0000066720,Wound,0.1666666666666666,0.3333333333333333,0.3333333333333333
cosmx_bcc_xdonor_spot_0000066723,Wound,0.0,0.625,0.125
cosmx_bcc_xdonor_spot_0000066724,Wound,0.2,0.3,0.1
cosmx_bcc_xdonor_spot_0000066725,Wound,0.3846153846153846,0.2307692307692307,0.0
cosmx_bcc_xdonor_spot_0000066726,Wound,0.2307692307692307,0.0,0.0
cosmx_bcc_xdonor_spot_0000066727,Wound,0.1666666666666666,0.1666666666666666,0.0
cosmx_bcc_xdonor_spot_0000066728,Wound,0.0,0.8,0.2
cosmx_bcc_xdonor_spot_0000066729,Wound,0.1052631578947368,0.631578947368421,0.0526315789473684
cosmx_bcc_xdonor_spot_0000066730,Wound,0.0714285714285714,0.2142857142857142,0.5714285714285714
cosmx_bcc_xdonor_spot_0000066731,Wound,0.0,0.75,0.25
cosmx_bcc_xdonor_spot_0000066732,Wound,0.0,0.6428571428571429,0.2142857142857142
cosmx_bcc_xdonor_spot_0000066733,Wound,0.0,0.6521739130434783,0.3478260869565217
cosmx_bcc_xdonor_spot_0000066734,Wound,0.0,0.8666666666666667,0.0
cosmx_bcc_xdonor_spot_0000066735,Wound,0.2,0.3,0.1
cosmx_bcc_xdonor_spot_0000066736,Wound,0.6666666666666666,0.0555555555555555,0.1111111111111111
cosmx_bcc_xdonor_spot_0000066737,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066738,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066739,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066740,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066797,Wound,0.2,0.0,0.0
cosmx_bcc_xdonor_spot_0000066798,Wound,0.25,0.0625,0.0
cosmx_bcc_xdonor_spot_0000066799,Wound,0.2941176470588235,0.0,0.0
cosmx_bcc_xdonor_spot_0000066800,Wound,0.7619047619047619,0.0,0.0
cosmx_bcc_xdonor_spot_0000066801,Wound,0.9545454545454546,0.0,0.0
cosmx_bcc_xdonor_spot_0000066802,Wound,0.9629629629629628,0.0,0.0
cosmx_bcc_xdonor_spot_0000066803,Wound,0.95,0.0,0.05
cosmx_bcc_xdonor_spot_0000066804,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066805,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066806,Wound,0.25,0.55,0.2
cosmx_bcc_xdonor_spot_0000066807,Wound,0.6923076923076923,0.2692307692307692,0.0384615384615384
cosmx_bcc_xdonor_spot_0000066808,Wound,0.8636363636363636,0.0,0.0454545454545454
cosmx_bcc_xdonor_spot_0000066809,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066810,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066811,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066812,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066813,Wound,0.95,0.0,0.0
cosmx_bcc_xdonor_spot_0000066814,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066815,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066816,Wound,0.5,0.3076923076923077,0.1153846153846153
cosmx_bcc_xdonor_spot_0000066817,Wound,0.0,0.3225806451612903,0.6451612903225806
cosmx_bcc_xdonor_spot_0000066818,Wound,0.0,0.1818181818181818,0.7727272727272727
cosmx_bcc_xdonor_spot_0000066819,Wound,0.0,0.1111111111111111,0.7777777777777778
cosmx_bcc_xdonor_spot_0000066820,Wound,0.3333333333333333,0.2222222222222222,0.3703703703703703
cosmx_bcc_xdonor_spot_0000066821,Wound,0.2352941176470588,0.0588235294117647,0.5294117647058824
cosmx_bcc_xdonor_spot_0000066822,Wound,0.9090909090909092,0.0,0.0606060606060606
cosmx_bcc_xdonor_spot_0000066823,Wound,0.6,0.08,0.2
cosmx_bcc_xdonor_spot_0000066824,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066825,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066826,Wound,0.9310344827586208,0.0,0.0
cosmx_bcc_xdonor_spot_0000066827,Wound,0.0,0.8181818181818182,0.0909090909090909
cosmx_bcc_xdonor_spot_0000066998,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000066999,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000067000,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000067001,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000067002,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000067003,Wound,0.875,0.125,0.0
cosmx_bcc_xdonor_spot_0000067004,Wound,0.0,1.0,0.0
cosmx_bcc_xdonor_spot_0000067005,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000067006,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000067007,Wound,0.1818181818181818,0.6363636363636364,0.0909090909090909
cosmx_bcc_xdonor_spot_0000067008,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000067009,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000067010,Wound,0.8235294117647058,0.0588235294117647,0.1176470588235294
cosmx_bcc_xdonor_spot_0000067011,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000067012,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000067013,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000067014,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000067027,Wound,0.0,0.6666666666666666,0.0
cosmx_bcc_xdonor_spot_0000067028,Wound,0.0,0.8,0.0666666666666666
cosmx_bcc_xdonor_spot_0000067029,Wound,0.0,0.8421052631578947,0.0
cosmx_bcc_xdonor_spot_0000067030,Wound,0.0,0.6666666666666666,0.1904761904761904
cosmx_bcc_xdonor_spot_0000067031,Wound,0.0,0.6956521739130435,0.1739130434782608
cosmx_bcc_xdonor_spot_0000067032,Wound,0.0,0.5,0.5
cosmx_bcc_xdonor_spot_0000067033,Wound,0.0,0.5714285714285714,0.4285714285714285
cosmx_bcc_xdonor_spot_0000067034,Wound,0.0,0.5625,0.3125
cosmx_bcc_xdonor_spot_0000067035,Wound,0.4375,0.375,0.1875
cosmx_bcc_xdonor_spot_0000067036,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000067037,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000067038,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000067039,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000067097,Wound,0.7,0.0,0.0
cosmx_bcc_xdonor_spot_0000067098,Wound,0.8333333333333334,0.0,0.0
cosmx_bcc_xdonor_spot_0000067099,Wound,0.7727272727272727,0.0,0.0
cosmx_bcc_xdonor_spot_0000067100,Wound,0.9166666666666666,0.0,0.0833333333333333
cosmx_bcc_xdonor_spot_0000067101,Wound,0.8571428571428571,0.1428571428571428,0.0
cosmx_bcc_xdonor_spot_0000067103,Wound,0.6666666666666666,0.0,0.0
cosmx_bcc_xdonor_spot_0000067105,Wound,0.0909090909090909,0.8181818181818182,0.0
cosmx_bcc_xdonor_spot_0000067106,Wound,0.625,0.0625,0.0
cosmx_bcc_xdonor_spot_0000067107,Wound,0.8823529411764706,0.0588235294117647,0.0
cosmx_bcc_xdonor_spot_0000067108,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000067109,Wound,0.9285714285714286,0.0714285714285714,0.0
cosmx_bcc_xdonor_spot_0000067110,Wound,0.9285714285714286,0.0714285714285714,0.0
cosmx_bcc_xdonor_spot_0000067111,Wound,0.9411764705882352,0.0588235294117647,0.0
cosmx_bcc_xdonor_spot_0000067112,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000067113,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000067114,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000067115,Wound,0.0666666666666666,0.4666666666666667,0.4666666666666667
cosmx_bcc_xdonor_spot_0000067116,Wound,0.0,0.1333333333333333,0.8666666666666667
cosmx_bcc_xdonor_spot_0000067117,Wound,0.0,0.2,0.75
cosmx_bcc_xdonor_spot_0000067118,Wound,0.0,0.1379310344827586,0.8275862068965517
cosmx_bcc_xdonor_spot_0000067119,Wound,0.0,0.0,0.9375
cosmx_bcc_xdonor_spot_0000067120,Wound,0.4838709677419355,0.0,0.4838709677419355
cosmx_bcc_xdonor_spot_0000067121,Wound,0.5517241379310345,0.0689655172413793,0.3103448275862069
cosmx_bcc_xdonor_spot_0000067122,Wound,0.2666666666666666,0.1666666666666666,0.5333333333333333
cosmx_bcc_xdonor_spot_0000067123,Wound,0.9666666666666668,0.0,0.0333333333333333
cosmx_bcc_xdonor_spot_0000067124,Wound,0.926829268292683,0.0,0.048780487804878
cosmx_bcc_xdonor_spot_0000067125,Wound,0.4516129032258064,0.1612903225806451,0.3225806451612903
cosmx_bcc_xdonor_spot_0000067126,Wound,0.0,0.3157894736842105,0.6842105263157895
cosmx_bcc_xdonor_spot_0000067297,Wound,0.5,0.1666666666666666,0.1666666666666666
cosmx_bcc_xdonor_spot_0000067298,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000067299,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000067300,Wound,0.9411764705882352,0.0,0.0
cosmx_bcc_xdonor_spot_0000067301,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000067302,Wound,0.8333333333333334,0.1666666666666666,0.0
cosmx_bcc_xdonor_spot_0000067303,Wound,0.1818181818181818,0.6363636363636364,0.0909090909090909
cosmx_bcc_xdonor_spot_0000067304,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000067305,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000067307,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000067308,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000067309,Wound,0.75,0.25,0.0
cosmx_bcc_xdonor_spot_0000067310,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000067311,Wound,0.9047619047619048,0.0,0.0
cosmx_bcc_xdonor_spot_0000067312,Wound,0.7894736842105263,0.1052631578947368,0.0
cosmx_bcc_xdonor_spot_0000067313,Wound,0.3571428571428571,0.3571428571428571,0.0
cosmx_bcc_xdonor_spot_0000067314,Wound,0.0,0.4444444444444444,0.2222222222222222
cosmx_bcc_xdonor_spot_0000067326,Wound,0.0,0.1111111111111111,0.0
cosmx_bcc_xdonor_spot_0000067327,Wound,0.0666666666666666,0.6,0.2666666666666666
cosmx_bcc_xdonor_spot_0000067328,Wound,0.1333333333333333,0.5333333333333333,0.1333333333333333
cosmx_bcc_xdonor_spot_0000067329,Wound,0.0952380952380952,0.2857142857142857,0.2857142857142857
cosmx_bcc_xdonor_spot_0000067330,Wound,0.0833333333333333,0.4166666666666667,0.0833333333333333
cosmx_bcc_xdonor_spot_0000067331,Wound,0.0,0.3333333333333333,0.5555555555555556
cosmx_bcc_xdonor_spot_0000067332,Wound,0.0,0.5,0.375
cosmx_bcc_xdonor_spot_0000067333,Wound,0.0,0.55,0.4
cosmx_bcc_xdonor_spot_0000067334,Wound,0.2857142857142857,0.5714285714285714,0.1428571428571428
cosmx_bcc_xdonor_spot_0000067335,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000067336,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000067337,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000067338,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000067396,Wound,0.25,0.125,0.0
