spot,x,y,tumor_hat
cosmx_bcc_spot_0000012070,-486640.62026820163,69208.86534973494,0.8509803503406754
cosmx_bcc_spot_0000012120,-486314.6184653705,-58849.48965385968,0.21629188237577712
cosmx_bcc_spot_0000012121,-486286.0648939421,-58611.74858243111,0.10357224997952273
cosmx_bcc_spot_0000012122,-486295.40417965635,-58279.77536814539,0.025935457908737778
cosmx_bcc_spot_0000012123,-486284.02322727535,-57859.72774909777,4.579699345738887e-07
cosmx_bcc_spot_0000012124,-486268.4975862497,-57572.21492858495,2.5771862241332757e-05
cosmx_bcc_spot_0000012125,-486252.1898939421,-57179.261082431105,7.478078381539736e-07
cosmx_bcc_spot_0000012126,-486300.7162097316,-56764.429503483734,0.1693728763487426
cosmx_bcc_spot_0000012127,-486257.18989394215,-56434.89441576444,0.5483313491788765
cosmx_bcc_spot_0000012128,-486266.4121161644,-56053.098119468144,0.4805557054124639
cosmx_bcc_spot_0000012129,-486286.50989394216,-55737.541082431104,0.12110735749493935
cosmx_bcc_spot_0000012130,-486249.83695276565,-55314.41402360758,0.4810478052001944
cosmx_bcc_spot_0000012131,-486292.18989394215,-54973.2991776692,0.12282514718129511
cosmx_bcc_spot_0000012375,-486292.09475157456,33401.375721704164,0.5228758115903026
cosmx_bcc_spot_0000012376,-486286.81323896954,33757.01647800669,0.9514152554278232
cosmx_bcc_spot_0000012377,-486280.2418103981,34110.0521922924,0.9571098883754802
cosmx_bcc_spot_0000012378,-486301.3070277894,34464.07393142284,0.9392633990800111
cosmx_bcc_spot_0000012379,-486307.00496829284,34858.5521922924,0.7745313564699587
cosmx_bcc_spot_0000012380,-486284.0218103981,35220.6321922924,0.9622080591836008
cosmx_bcc_spot_0000012381,-486292.6218103981,35572.83219229241,0.9614816324637869
cosmx_bcc_spot_0000012382,-486276.56533980987,35941.611015821814,0.962287515059548
cosmx_bcc_spot_0000012383,-486266.5418103981,36275.5921922924,0.3368131340770388
cosmx_bcc_spot_0000012384,-486260.65485387633,36660.76958359675,1.8352578511397468e-15
cosmx_bcc_spot_0000012385,-486254.5312840823,37026.28903439767,0.0002472206317208469
cosmx_bcc_spot_0000012386,-486279.5000892461,37345.09236438292,0.01088147258727457
cosmx_bcc_spot_0000012387,-486294.66272497206,37758.12743357602,1.579019785275806e-15
cosmx_bcc_spot_0000012388,-486192.79764560703,38047.37346532205,0.019871145845921215
cosmx_bcc_spot_0000012390,-486280.5119313213,38839.37346532205,0.00011111184912254177
cosmx_bcc_spot_0000012391,-486241.6071694165,39241.738544687134,0.009513685981915062
cosmx_bcc_spot_0000012394,-486285.10716941656,40294.68298913157,8.505444534429414e-14
cosmx_bcc_spot_0000012395,-486267.54050274997,40555.3163224649,0.029139142364337053
cosmx_bcc_spot_0000012396,-486351.54050274997,40963.5163224649,3.239761857663181e-09
cosmx_bcc_spot_0000012398,-486284.7405027499,41667.9163224649,1.1956509089781977e-05
cosmx_bcc_spot_0000012465,-486283.279091731,66012.2182909114,0.06804082708779612
cosmx_bcc_spot_0000012466,-486268.31067067833,66387.21829091142,0.5588468977633295
cosmx_bcc_spot_0000012467,-486371.679091731,66627.8432909114,0.41433617502869086
cosmx_bcc_spot_0000012471,-486392.22454627644,68193.76374545686,0.5093346908216959
cosmx_bcc_spot_0000012472,-486221.879091731,68587.6182909114,0.513141499323708
cosmx_bcc_spot_0000012473,-486243.4648060167,68890.75400519717,0.8328520576220333
cosmx_bcc_spot_0000012474,-486278.9732093781,69259.98299679381,0.9945955816444072
cosmx_bcc_spot_0000012525,-485919.00807576015,-58665.60653697656,1.3785477789113043e-12
cosmx_bcc_spot_0000012526,-485930.6514324036,-58235.445697815725,1.987840254062531e-15
cosmx_bcc_spot_0000012527,-485963.8148939419,-57896.81108243111,9.571090958954031e-06
cosmx_bcc_spot_0000012528,-485923.0648939421,-57515.12358243111,2.3185850173289207e-10
cosmx_bcc_spot_0000012529,-485998.0648939421,-57138.06108243111,4.521443100786935e-07
cosmx_bcc_spot_0000012530,-485929.1158198681,-56801.579600949626,0.6487785194631898
cosmx_bcc_spot_0000012531,-485911.92066317296,-56434.291851661874,0.8587475834974198
cosmx_bcc_spot_0000012532,-485924.8461439422,-56049.81108243111,0.6640113718894187
cosmx_bcc_spot_0000012533,-485940.1898939421,-55734.41402360758,0.4144879372982716
cosmx_bcc_spot_0000012534,-485930.8773939421,-55364.68608243111,0.3590542559338653
cosmx_bcc_spot_0000012535,-485925.9676717199,-54993.394415764444,0.8115746312941925
cosmx_bcc_spot_0000012779,-485923.8933255496,33404.218858959066,0.985034363662834
cosmx_bcc_spot_0000012780,-485935.45609611244,33737.7521922924,0.8941985946308769
cosmx_bcc_spot_0000012781,-485915.26354952855,34098.94349664023,0.8471228830518857
cosmx_bcc_spot_0000012782,-485899.4809408329,34504.20436620545,0.9596449587366396
cosmx_bcc_spot_0000012783,-485909.08796424425,34829.12911536933,0.8923372039300727
cosmx_bcc_spot_0000012784,-485935.6941913505,35168.50457324478,0.7803115890237471
cosmx_bcc_spot_0000012785,-485947.8797414326,35570.655640568264,0.9137693007342782
cosmx_bcc_spot_0000012786,-485944.44181039813,35917.28552562573,0.5569768196701439
cosmx_bcc_spot_0000012787,-485935.8571950135,36311.93680767702,1.585595690909811e-15
cosmx_bcc_spot_0000012788,-485888.80847706477,36651.11885895907,1.7200423512298263e-15
cosmx_bcc_spot_0000012789,-485913.7918103981,37013.602192292405,0.15893671683858834
cosmx_bcc_spot_0000012790,-485893.62350970285,37365.548931399,0.7512854241574227
cosmx_bcc_spot_0000012791,-485920.6071694165,37733.54662549521,0.9957119927478187
cosmx_bcc_spot_0000012792,-485878.7530027498,38069.20382246491,0.8977761455183515
cosmx_bcc_spot_0000012793,-485960.10716941656,38519.51632246491,1.172464757697778e-11
cosmx_bcc_spot_0000012794,-485883.6547884642,38828.80203675062,1.9925793745631303e-15
cosmx_bcc_spot_0000012795,-485874.4071694165,39190.78298913157,3.949277597138634e-06
cosmx_bcc_spot_0000012796,-485938.82939163875,39495.738544687134,8.387584023457101e-11
cosmx_bcc_spot_0000012800,-485942.54050274997,41022.3163224649,0.047668111553522644
cosmx_bcc_spot_0000012869,-485995.779091731,66068.4182909114,3.59787608227895e-07
cosmx_bcc_spot_0000012870,-485921.82194887387,66322.00400519717,0.13010467632294995
cosmx_bcc_spot_0000012871,-485840.84575839766,66644.7182909114,0.17706815129109627
cosmx_bcc_spot_0000012876,-485916.41242506437,68624.35162424474,0.5390932461741542
cosmx_bcc_spot_0000012877,-485926.1629626988,68895.0892586534,0.8629481093460222
cosmx_bcc_spot_0000012878,-485952.199091731,69225.25829091144,0.9306917374907259
cosmx_bcc_spot_0000012929,-485562.0648939419,-58580.43608243111,2.399327224639557e-14
cosmx_bcc_spot_0000012930,-485617.58989394194,-58240.761082431105,2.942477334576458e-11
cosmx_bcc_spot_0000012931,-485521.83275108493,-57878.20393957396,6.405285347082245e-13
cosmx_bcc_spot_0000012932,-485544.9756082278,-57509.48965385968,1.945878652501047e-15
cosmx_bcc_spot_0000012933,-485572.5023939421,-57144.81108243111,0.03875076603839796
cosmx_bcc_spot_0000012934,-485559.92322727555,-56790.19441576444,0.692291586875842
cosmx_bcc_spot_0000012935,-485551.88989394216,-56403.8110824311,0.8187129681502817
cosmx_bcc_spot_0000012936,-485568.2221520067,-56078.770759850464,0.801848470911186
cosmx_bcc_spot_0000012937,-485568.71370346594,-55713.01346338348,0.27617433223559307
cosmx_bcc_spot_0000012938,-485553.3803701326,-55337.34679671682,0.5484900261694513
cosmx_bcc_spot_0000012939,-485529.7283554805,-55033.830313200335,0.9361805988202401
cosmx_bcc_spot_0000013183,-485542.6038793636,33401.82805436137,0.9809190577580408
cosmx_bcc_spot_0000013184,-485580.1648873212,33753.782961523175,0.9787207089878179
cosmx_bcc_spot_0000013185,-485567.31323896954,34118.456954197165,0.9194907532002027
cosmx_bcc_spot_0000013186,-485593.2418103981,34454.3021922924,0.9689267491255515
cosmx_bcc_spot_0000013187,-485552.153575104,34844.81689817476,0.9210849390799589
cosmx_bcc_spot_0000013188,-485565.4560961124,35196.65933514955,0.8058317463851924
cosmx_bcc_spot_0000013189,-485572.6365472402,35565.762718608195,2.5107274110141558e-15
cosmx_bcc_spot_0000013190,-485550.2218103981,35962.79219229241,0.0015344413417997104
cosmx_bcc_spot_0000013191,-485561.9018103981,36312.79219229241,1.4774761497549895e-15
cosmx_bcc_spot_0000013192,-485576.96761684975,36618.971547131114,1.855957264614553e-15
cosmx_bcc_spot_0000013193,-485547.17514373147,37015.38552562574,0.9925722721902148
cosmx_bcc_spot_0000013194,-485573.27504686866,37369.73472045333,0.9615044761313132
cosmx_bcc_spot_0000013195,-485576.9405027498,37756.75770177525,0.922883560332371
cosmx_bcc_spot_0000013196,-485569.1905027498,38069.19489389348,0.9585691820039018
cosmx_bcc_spot_0000013198,-485571.5119313213,38820.80203675062,0.012366756038556513
cosmx_bcc_spot_0000013199,-485566.2262170356,39155.65917960776,2.0823441196939853e-14
cosmx_bcc_spot_0000013203,-485595.36907417845,40644.94489389348,1.854821594475521e-05
cosmx_bcc_spot_0000013205,-485602.74050274986,41331.616322464906,0.0005177913000791445
cosmx_bcc_spot_0000013274,-485651.23464728653,66465.88495757808,1.7148778463472133e-09
cosmx_bcc_spot_0000013275,-485535.17909173097,66613.2182909114,0.07512755373854121
cosmx_bcc_spot_0000013281,-485700.929091731,68909.2182909114,0.4369090783600284
cosmx_bcc_spot_0000013282,-485483.679091731,69252.05162424473,0.6469879134608015
cosmx_bcc_spot_0000013333,-485153.46262121474,-58566.51562788565,3.3759066107926525e-15
cosmx_bcc_spot_0000013334,-485163.189893942,-58207.5610824311,3.4594230465661637e-07
cosmx_bcc_spot_0000013335,-485181.9398939421,-57870.24858243111,0.007602580038014048
cosmx_bcc_spot_0000013336,-485185.89577629504,-57530.5316706664,2.4408763979368805e-13
cosmx_bcc_spot_0000013337,-485192.93989394215,-57164.8610824311,7.224878604629123e-08
cosmx_bcc_spot_0000013338,-485245.77812923625,-56786.29637654876,0.3174482701005189
cosmx_bcc_spot_0000013339,-485245.22019697254,-56438.21259758262,0.5257970577142681
cosmx_bcc_spot_0000013340,-485202.5377200291,-56081.71325634415,0.3219578824652274
cosmx_bcc_spot_0000013341,-485214.0398939421,-55664.8610824311,0.3125582142993405
cosmx_bcc_spot_0000013342,-485192.0787828311,-55372.209230579254,0.8442704417563566
cosmx_bcc_spot_0000013343,-485221.30100505304,-55062.83886020889,0.6699854279897579
cosmx_bcc_spot_0000013587,-485197.12112074293,33404.79357160275,0.9987451842311669
cosmx_bcc_spot_0000013588,-485210.2603289166,33746.36700710722,0.9904770791715845
cosmx_bcc_spot_0000013589,-485199.19635585265,34126.88552562574,0.983176015212467
cosmx_bcc_spot_0000013590,-485224.6168103981,34438.7396922924,0.7973677564375875
cosmx_bcc_spot_0000013591,-485187.01958817587,34845.10774784796,3.6995182821727567e-13
cosmx_bcc_spot_0000013592,-485240.1900862602,35202.86253711999,0.24100373522429788
cosmx_bcc_spot_0000013593,-485214.6241633393,35559.31689817476,1.04047718525948e-10
cosmx_bcc_spot_0000013594,-485188.8722451807,35909.81306185762,9.62874553442463e-06
cosmx_bcc_spot_0000013595,-485224.2973659537,36269.8484885887,1.3828470253516966e-15
cosmx_bcc_spot_0000013596,-485261.9918103981,36609.8021922924,0.05700847491527965
cosmx_bcc_spot_0000013597,-485210.8418103979,37024.977192292405,0.9766786126802561
cosmx_bcc_spot_0000013598,-485193.1417636964,37366.47948265571,0.9631528160830697
cosmx_bcc_spot_0000013599,-485190.1280027498,37738.39132246491,0.9577896973033062
cosmx_bcc_spot_0000013600,-485180.1488360832,38063.97465579824,0.9672821408984209
cosmx_bcc_spot_0000013601,-485232.79764560703,38455.80203675062,0.00935938677459521
cosmx_bcc_spot_0000013604,-485182.94050274993,39424.3163224649,1.0160698574731519e-08
cosmx_bcc_spot_0000013606,-485257.1905027498,40258.51632246491,4.504342024796549e-06
cosmx_bcc_spot_0000013609,-485271.34050274995,41326.9163224649,1.918105505098352e-15
cosmx_bcc_spot_0000013736,-484814.4727746167,-59013.77714975891,2.481314075181009e-12
cosmx_bcc_spot_0000013737,-484821.2174861165,-58648.368271797095,2.1695133965164236e-07
cosmx_bcc_spot_0000013738,-484827.6737874368,-58239.36963839312,7.544438343512571e-10
cosmx_bcc_spot_0000013739,-484829.3761069633,-57892.428987306725,0.5041325216834978
cosmx_bcc_spot_0000013740,-484852.2667963123,-57532.96059206295,0.7495881060660741
cosmx_bcc_spot_0000013741,-484798.07038329495,-57177.42052668052,0.7974689502215009
cosmx_bcc_spot_0000013742,-484847.1185898037,-56791.990559371734,0.28598813361820774
cosmx_bcc_spot_0000013743,-484813.8873061747,-56405.86052201035,0.0007538667255497836
cosmx_bcc_spot_0000013744,-484846.79715959495,-56067.90267151725,1.934124538540871e-14
cosmx_bcc_spot_0000013745,-484843.99196925515,-55675.50600202948,0.6193630412801975
cosmx_bcc_spot_0000013746,-484851.6507274763,-55348.553914499214,0.6194389860507845
cosmx_bcc_spot_0000013991,-484857.3668103981,33434.5521922924,0.40057425339960495
cosmx_bcc_spot_0000013992,-484890.1648873212,33753.59065383086,0.7467236727068762
cosmx_bcc_spot_0000013993,-484851.63466754096,34108.0521922924,0.7114966646185208
cosmx_bcc_spot_0000013994,-484839.3300456922,34463.90513346887,0.3499840628784821
cosmx_bcc_spot_0000013995,-484846.3207577665,34822.5521922924,8.559398622157112e-10
cosmx_bcc_spot_0000013996,-484855.9918103981,35223.3021922924,0.03123359563229899
cosmx_bcc_spot_0000013997,-484830.03347706475,35544.76052562574,7.319439462343245e-07
cosmx_bcc_spot_0000013998,-484805.97257962887,35919.51373075394,0.5914298635035702
cosmx_bcc_spot_0000013999,-484793.25793943036,36307.165095518205,0.9289865900590526
cosmx_bcc_spot_0000014000,-484769.7418103981,36633.66757690779,0.993410791770517
cosmx_bcc_spot_0000014001,-484890.01958817587,37045.38552562574,0.9680849806263011
cosmx_bcc_spot_0000014002,-484853.71385100245,37392.35276592747,0.9576724336318527
cosmx_bcc_spot_0000014003,-484843.89883608365,37739.49548913158,0.9898409216436844
cosmx_bcc_spot_0000014004,-484858.65018016915,38057.67761278749,0.921673836084339
cosmx_bcc_spot_0000014005,-484788.12232093164,38424.87995882855,6.864023354474817e-10
cosmx_bcc_spot_0000014009,-484797.94050274993,39979.3163224649,2.9612306036911095e-11
cosmx_bcc_spot_0000014011,-484847.15478846413,40645.87346532205,2.323431481474669e-15
cosmx_bcc_spot_0000014012,-484845.7405027499,40953.116322464906,0.015920688363029917
cosmx_bcc_spot_0000014013,-484825.1905027499,41303.51632246491,8.373532492129452e-08
cosmx_bcc_spot_0000014140,-484445.64243043563,-58995.4104286069,1.983054993195529e-15
cosmx_bcc_spot_0000014141,-484443.72576376895,-58571.1604286069,2.0311927609843545e-15
cosmx_bcc_spot_0000014142,-484432.5590971023,-58321.32709527356,1.9911638578909755e-15
cosmx_bcc_spot_0000014143,-484479.35076376895,-57799.5354286069,0.9126047450248237
cosmx_bcc_spot_0000014144,-484490.52576376905,-57488.46042860689,0.9475802760477173
cosmx_bcc_spot_0000014145,-484497.987668531,-57147.46995241642,0.9233242851192831
cosmx_bcc_spot_0000014146,-484477.011478055,-56777.87471432118,0.759793212708283
cosmx_bcc_spot_0000014147,-484491.4022343572,-56402.48395801866,1.76962077735239e-15
cosmx_bcc_spot_0000014148,-484525.59418482165,-56017.50253387005,8.106087555103003e-11
cosmx_bcc_spot_0000014149,-484504.1488406923,-55707.23735168382,0.6327410618683788
cosmx_bcc_spot_0000014150,-484512.48663333437,-55383.13868947646,0.45680507421367594
cosmx_bcc_spot_0000014398,-484541.94181039813,34468.9521922924,0.001447706662858446
cosmx_bcc_spot_0000014399,-484491.9157234416,34872.639148814145,0.0002023810944659602
cosmx_bcc_spot_0000014400,-484466.4993861557,35205.370374110586,0.020862151973254934
cosmx_bcc_spot_0000014401,-484451.2275246838,35581.49504943526,0.5259363773597986
cosmx_bcc_spot_0000014402,-484476.12642578216,35923.64834613856,0.9927591740392552
cosmx_bcc_spot_0000014403,-484478.57514373114,36303.59981134002,0.9720419987669084
cosmx_bcc_spot_0000014404,-484494.7418103978,36656.76647800669,0.9977856187656233
cosmx_bcc_spot_0000014405,-484444.89565655176,36985.52655126676,0.9709346074115898
cosmx_bcc_spot_0000014406,-484455.6108902849,37377.89420731231,0.999999999885508
cosmx_bcc_spot_0000014407,-484523.75868456805,37743.69814064673,0.7772959988055024
cosmx_bcc_spot_0000014408,-484492.20137231506,38120.820670290996,0.9120784051827084
cosmx_bcc_spot_0000014409,-484532.551613861,38465.01632246491,0.15351502532877817
cosmx_bcc_spot_0000014410,-484462.0655027499,38759.39132246491,1.7698472759627494e-15
cosmx_bcc_spot_0000014414,-484533.34050274995,40346.3163224649,0.009186331023538339
cosmx_bcc_spot_0000014415,-484533.1405027498,40622.31632246491,7.303441802651045e-14
cosmx_bcc_spot_0000014544,-484117.14243043563,-58974.6604286069,7.025065061542928e-11
cosmx_bcc_spot_0000014545,-484124.39243043563,-58605.82709527356,2.611969489646402e-11
cosmx_bcc_spot_0000014546,-484183.60076376895,-58286.5354286069,1.409742204125419e-10
cosmx_bcc_spot_0000014547,-484141.1757637691,-57894.360428606895,0.1708961204476272
cosmx_bcc_spot_0000014548,-484120.6605463779,-57496.70390686776,0.7604419481701986
cosmx_bcc_spot_0000014549,-484146.0829066263,-57186.708047654516,0.8309414032099598
cosmx_bcc_spot_0000014550,-484126.9757637692,-56795.1604286069,0.8972452317327819
cosmx_bcc_spot_0000014551,-484131.2257637693,-56411.83900003547,0.6772057364176919
cosmx_bcc_spot_0000014552,-484078.0257637692,-56089.0604286069,0.5204786421125073
cosmx_bcc_spot_0000014553,-484138.7019542453,-55717.85090479737,0.9115458444322646
cosmx_bcc_spot_0000014554,-484048.5590971023,-55396.1604286069,0.8889743387867814
cosmx_bcc_spot_0000014804,-484168.15847706475,35295.0521922924,0.009587672970722626
cosmx_bcc_spot_0000014805,-484164.47514373146,35520.88552562574,0.329240338567308
cosmx_bcc_spot_0000014806,-484145.12276277906,35945.7902875305,0.9999999490812459
cosmx_bcc_spot_0000014807,-484129.08466754097,36290.40933514955,0.9999999984959296
cosmx_bcc_spot_0000014808,-484117.1818103981,36669.992192292404,0.9999999999655038
cosmx_bcc_spot_0000014809,-484130.205225032,37014.039997170454,0.996246572174592
cosmx_bcc_spot_0000014810,-484136.9605603981,37337.2709422924,0.9828125576331732
cosmx_bcc_spot_0000014948,-483763.79719234037,-59031.6604286069,2.3851626399432768e-15
cosmx_bcc_spot_0000014949,-483715.62576376897,-58693.260428606896,1.132558576963783e-10
cosmx_bcc_spot_0000014951,-483808.0829066261,-57779.231857178325,4.945358345640287e-10
cosmx_bcc_spot_0000014952,-483757.30909710255,-57504.32709527356,0.09053904103701652
cosmx_bcc_spot_0000014953,-483738.0439455873,-57147.93315587962,0.0739903073825546
cosmx_bcc_spot_0000014954,-483762.4757637692,-56771.118761940226,3.782865097231176e-15
cosmx_bcc_spot_0000014955,-483752.7712183146,-56425.29679224326,0.3477825098702988
cosmx_bcc_spot_0000014956,-483754.86576376925,-56063.46042860689,0.677681248982334
cosmx_bcc_spot_0000014957,-483785.825763769,-55755.760428606896,0.5467743999806542
cosmx_bcc_spot_0000015212,-483905.49181039806,36640.0521922924,0.9999913106106866
cosmx_bcc_spot_0000015213,-483911.02752468374,37012.12362086384,0.999669463240108
cosmx_bcc_spot_0000015294,-483716.8622894796,66447.16033154161,0.03602450975770029
cosmx_bcc_spot_0000015295,-483675.35313197057,66675.37644875773,0.4978334487411616
cosmx_bcc_spot_0000015299,-483701.275751018,68290.35263923391,0.8522625672576006
cosmx_bcc_spot_0000015300,-483704.55226617,68514.7920331733,0.9846541538686441
cosmx_bcc_spot_0000015301,-483719.80075101816,68857.50263923392,0.7602035811507322
cosmx_bcc_spot_0000015302,-483721.1414917591,69255.7415281228,0.6099238335868509
cosmx_bcc_spot_0000015303,-483694.15075101826,69596.72763923391,0.8482828667593695
cosmx_bcc_spot_0000015304,-483706.27575101843,69983.4776392339,0.9018998011752793
cosmx_bcc_spot_0000015305,-483716.34360816126,70340.99549637674,0.9757838938991892
cosmx_bcc_spot_0000015306,-483711.72575101827,70675.83201408305,0.9415934419430942
cosmx_bcc_spot_0000015307,-483714.64317526086,71054.21070880034,0.9462421190681365
cosmx_bcc_spot_0000015308,-483714.90075101843,71435.14029881815,0.9353409324892946
cosmx_bcc_spot_0000015309,-483714.86950101843,71771.6605194064,0.9613421250897196
cosmx_bcc_spot_0000015310,-483697.20630657393,72133.20565829526,0.9538582061035592
cosmx_bcc_spot_0000015311,-483720.5436081612,72506.60248369214,0.9922462097397552
cosmx_bcc_spot_0000015312,-483713.4007510184,72867.31676940637,0.9968982630631045
cosmx_bcc_spot_0000015313,-483688.64213032875,73232.47194182021,0.9999999883041143
cosmx_bcc_spot_0000015314,-483695.8590843516,73601.27510273976,0.9947846351090764
cosmx_bcc_spot_0000015315,-483713.924560542,73991.19772178738,0.9998188014874853
cosmx_bcc_spot_0000015316,-483717.40075101843,74329.2038661806,0.9999999999999813
cosmx_bcc_spot_0000015317,-483724.6181423226,74638.9906824499,0.7659472667232811
cosmx_bcc_spot_0000015352,-483353.85076376895,-59012.7229286069,5.446942741625002e-13
cosmx_bcc_spot_0000015355,-483397.225763769,-57851.77153971801,9.583971685179914e-06
cosmx_bcc_spot_0000015356,-483390.47576376895,-57481.5354286069,0.22617932160510731
cosmx_bcc_spot_0000015357,-483399.90758195095,-57178.842246788714,0.5233609704946955
cosmx_bcc_spot_0000015358,-483414.64681640064,-56772.71306018584,1.7451131685850505e-15
cosmx_bcc_spot_0000015359,-483421.94004948327,-56477.94614289261,1.6011419652495257e-11
cosmx_bcc_spot_0000015360,-483377.9530364964,-56030.569519515986,0.34381216191899133
cosmx_bcc_spot_0000015361,-483409.2924304356,-55778.39376194023,0.803139662232108
cosmx_bcc_spot_0000015441,-483392.78688733344,-26734.4155998158,0.17511297500282205
cosmx_bcc_spot_0000015442,-483374.85831590486,-26354.50383510991,0.03475277394405564
cosmx_bcc_spot_0000015443,-483364.5506235972,-26044.300215200412,0.008713206690392
cosmx_bcc_spot_0000015444,-483375.59515801014,-25645.862968236845,1.7422796822273662e-14
cosmx_bcc_spot_0000015445,-483404.3128613595,-25285.00650890671,1.9507455204851148e-15
cosmx_bcc_spot_0000015446,-483418.85831590503,-24955.201314101516,8.466731824830377e-14
cosmx_bcc_spot_0000015448,-483383.93831590505,-24186.71559981579,0.3715477142652519
cosmx_bcc_spot_0000015449,-483370.4416492383,-23894.4155998158,5.5740635387885e-07
cosmx_bcc_spot_0000015595,-483328.4125466643,29081.396076801582,0.1292607671669398
cosmx_bcc_spot_0000015596,-483350.81860727037,29435.911228316734,0.6266878066909782
cosmx_bcc_spot_0000015597,-483334.185273937,29790.661228316734,0.6475568804110959
cosmx_bcc_spot_0000015598,-483302.3519406037,30128.827894983402,0.6951957183954607
cosmx_bcc_spot_0000015599,-483337.90749615926,30477.244561650066,0.7373210424688578
cosmx_bcc_spot_0000015600,-483345.48527393705,30846.1778949834,0.278787380633865
cosmx_bcc_spot_0000015601,-483351.45450470626,31217.962510368016,0.9999999654659614
cosmx_bcc_spot_0000015602,-483332.21158972656,31567.26210550971,0.9901308570394138
cosmx_bcc_spot_0000015603,-483362.86709211883,31915.305167710674,0.2874072940611069
cosmx_bcc_spot_0000015699,-483435.1902247023,66760.58948133918,0.13799824468216176
cosmx_bcc_spot_0000015700,-483331.03711465443,67004.57991196119,0.5298469997458428
cosmx_bcc_spot_0000015703,-483361.400751018,68226.85263923391,0.42187328892412984
cosmx_bcc_spot_0000015704,-483404.2189328364,68514.30718468846,0.3727752504754082
cosmx_bcc_spot_0000015705,-483379.1340843517,68897.18597256725,0.5028309721941491
cosmx_bcc_spot_0000015706,-483413.24450101843,69249.72763923391,0.9409491151208963
cosmx_bcc_spot_0000015707,-483406.40075101843,69616.50978209103,0.8406932379204117
cosmx_bcc_spot_0000015708,-483393.9270668078,69978.93158660228,0.9807311493492914
cosmx_bcc_spot_0000015709,-483398.0912272087,70323.2335916148,0.9996335184852679
cosmx_bcc_spot_0000015710,-483405.0143873818,70686.39636435146,0.9395966946291606
cosmx_bcc_spot_0000015711,-483395.70844332594,71059.61164120123,0.9828073121899528
cosmx_bcc_spot_0000015712,-483406.68335971376,71407.03416071068,0.9916150931032351
cosmx_bcc_spot_0000015713,-483385.7198999542,71780.43379068293,0.9980897229395542
cosmx_bcc_spot_0000015714,-483398.79099492065,72134.52408647953,0.9659177278760941
cosmx_bcc_spot_0000015715,-483400.1388462563,72493.76915035874,0.956418352963694
cosmx_bcc_spot_0000015716,-483378.9721795896,72877.45962654921,0.9999999999997669
cosmx_bcc_spot_0000015717,-483391.32575101824,73215.39176940636,0.999052283311574
cosmx_bcc_spot_0000015718,-483385.60075101827,73590.46676940637,0.9999999999996594
cosmx_bcc_spot_0000015719,-483396.5912272087,73947.1739122635,0.9879314885327379
cosmx_bcc_spot_0000015720,-483379.75369219494,74323.14029881815,0.9901489066930965
cosmx_bcc_spot_0000015721,-483364.62655747,74688.978059729,0.9999999999999657
cosmx_bcc_spot_0000015756,-483022.825763769,-58960.06042860689,5.4017289783110957e-14
cosmx_bcc_spot_0000015757,-482976.47576376895,-58580.9104286069,1.927832366496395e-15
cosmx_bcc_spot_0000015758,-483003.7590971023,-58235.39376194023,1.7460121867059829e-15
cosmx_bcc_spot_0000015759,-483033.22576376895,-57891.80328574975,1.8394190304260054e-15
cosmx_bcc_spot_0000015760,-483046.47576376895,-57515.743761940226,2.0981310095832604e-10
cosmx_bcc_spot_0000015761,-483054.72576376895,-57158.08900003547,1.8188823154965497e-15
cosmx_bcc_spot_0000015762,-483030.42576376896,-56799.0604286069,9.528267102120695e-14
cosmx_bcc_spot_0000015763,-482981.90997429535,-56434.555165449,0.6281092277168226
cosmx_bcc_spot_0000015764,-483021.34576376923,-56055.9804286069,0.08678575274055611
cosmx_bcc_spot_0000015844,-482999.858315905,-27091.09741799762,0.15161744561970905
cosmx_bcc_spot_0000015845,-483003.5916492382,-26737.315599815796,0.007367935856359779
cosmx_bcc_spot_0000015846,-483038.42974447634,-26388.820361720555,1.833535093334928e-15
cosmx_bcc_spot_0000015847,-483076.3916492382,-25992.582266482463,2.0463143270625984e-11
cosmx_bcc_spot_0000015848,-482950.19164923835,-25573.4155998158,2.7942437141692843e-07
cosmx_bcc_spot_0000015849,-483049.30276034947,-25317.137822038025,1.901824152001349e-15
cosmx_bcc_spot_0000015850,-482995.96942701616,-24898.58226648247,1.1716791799841794e-14
cosmx_bcc_spot_0000015851,-483023.658315905,-24606.915599815802,1.0736544454377692e-11
cosmx_bcc_spot_0000015852,-483043.47736352397,-24170.391790291982,0.5171005466059165
cosmx_bcc_spot_0000015853,-483021.74720479373,-23848.471155371353,0.1439956446990195
cosmx_bcc_spot_0000015998,-483001.885273937,28768.9778949834,2.6245475264742278e-11
cosmx_bcc_spot_0000015999,-483034.8519406039,29062.286228316723,0.186832232653812
cosmx_bcc_spot_0000016000,-483049.76527393726,29414.657894983386,0.2989732558033614
cosmx_bcc_spot_0000016001,-483014.43527393736,29759.935037840525,0.35643699615804725
cosmx_bcc_spot_0000016002,-483008.4852739373,30132.257894983384,0.8091731027356441
cosmx_bcc_spot_0000016003,-483073.2237354755,30438.577894983402,0.4717947261544905
cosmx_bcc_spot_0000016004,-482999.6297183815,30893.633450538953,0.7547813181003133
cosmx_bcc_spot_0000016005,-483013.21860727074,31211.977894983378,0.9981245676428233
cosmx_bcc_spot_0000016006,-483062.2567025088,31575.256466411953,0.991993427106406
