,Cancer.cells,Endothelial,Fibroblast,Melanocyte,MoMacDC,Normal.Kerat,Pericyte,PlasmaCell
cosmx_bcc_xdonor_spot_0000060431,0.456300073810914,3.412450290798479e-05,0.22927261531172818,1.5196818895844465e-15,0.30049802754171273,0.0007576873673747407,0.01313747146535948,1.5196818895844465e-15
cosmx_bcc_xdonor_spot_0000060432,0.25124425712851955,0.06736532516967271,0.326312134299678,3.2477789648562667e-14,0.29925907617485487,1.760406371090567e-15,0.05581920722723884,1.760406371090567e-15
cosmx_bcc_xdonor_spot_0000060433,0.8046530149740828,0.11875657252918663,0.030208393085040107,1.6493134380399656e-15,0.009953493646873894,0.00726590403559711,0.02916262172921602,1.6493134380399656e-15
cosmx_bcc_xdonor_spot_0000060434,0.5104628063565704,4.91432116796596e-07,0.46902255764803324,8.086003093853303e-14,0.020514106529092486,1.5296451353068241e-15,3.803410320065786e-08,1.5296451353068241e-15
cosmx_bcc_xdonor_spot_0000060435,0.05625065230143112,4.3208495499441543e-05,0.6284523227202523,1.5845010351539983e-15,0.31525381645841277,1.5845010351539983e-15,2.439955573592866e-11,1.5845010351539983e-15
cosmx_bcc_xdonor_spot_0000060436,0.3177884434385748,0.17590965519462493,0.05884634184217396,1.4906596148278882e-15,0.1765066282555848,0.05528852575747741,0.21566040551156104,1.4906596148278882e-15
cosmx_bcc_xdonor_spot_0000060437,0.5301700604685997,0.06099642429058853,0.12931805580727238,1.7107597831054433e-15,0.1437854864328107,0.02777772864053001,0.10795224436019497,1.7107597831054433e-15
cosmx_bcc_xdonor_spot_0000060438,0.8298515475555013,1.1593553239264471e-14,1.6007832331974394e-15,1.6007832331974394e-15,0.014166998470269572,0.08821308069865869,0.06776837327555393,1.6007832331974394e-15
cosmx_bcc_xdonor_spot_0000060439,0.47598797237045437,1.2196182808348876e-15,1.2196182808348876e-15,1.2196182808348876e-15,1.2196182808348876e-15,0.5136577164715568,0.010354311157982634,1.2196182808348876e-15
cosmx_bcc_xdonor_spot_0000060440,0.22552442770333606,1.153017091760693e-15,0.08975585585293629,1.153017091760693e-15,0.0563287467421511,0.6182065458079463,0.010184423893626822,1.153017091760693e-15
cosmx_bcc_xdonor_spot_0000060441,0.09750886825244293,1.0475437789550719e-15,1.0475437789550719e-15,1.0475437789550719e-15,1.0475437789550719e-15,0.9024911317475508,1.0475437789550719e-15,1.0475437789550719e-15
cosmx_bcc_xdonor_spot_0000060445,0.19362546345635984,0.3645648345893615,0.0063530562170448605,0.3351593315406286,8.076367222323209e-05,0.07940569650618577,1.3948669566290344e-08,0.020810840069526746
cosmx_bcc_xdonor_spot_0000060446,0.1410304475916081,0.23137651755265082,0.021260462827218767,0.406741878988319,3.1099104525934295e-15,0.1063722369007,0.09321845613949703,3.1099104525934295e-15
cosmx_bcc_xdonor_spot_0000060724,0.18396063391201598,0.43120395364585146,0.2617352343978498,1.6245725011838205e-15,0.05922843700778973,1.6245725011838205e-15,0.063871741036488,1.6245725011838205e-15
cosmx_bcc_xdonor_spot_0000060725,0.5784976074609451,0.25895914849444907,0.014060117140378957,3.931830218580596e-15,0.06817827651536047,1.565592509279879e-15,0.08030485038885915,1.565592509279879e-15
cosmx_bcc_xdonor_spot_0000060726,0.8444066538497819,0.00044742979095326903,2.0823181560355624e-07,1.5271940622360713e-15,0.060103537964548426,3.896756937156572e-12,0.09504217015900095,1.5271940622360713e-15
cosmx_bcc_xdonor_spot_0000060727,0.9510425000295322,1.7874544999885126e-09,1.6886731134551714e-15,1.6886731134551714e-15,0.04892507022980882,3.242762552670257e-05,3.2767260018830675e-10,1.6886731134551714e-15
cosmx_bcc_xdonor_spot_0000060728,0.9656321509365842,5.102978990895814e-09,1.6656275302874046e-15,0.02367665547885737,2.6546032351105556e-11,0.0076416371076522376,1.6656275302874046e-15,0.0030495513473776676
cosmx_bcc_xdonor_spot_0000060729,0.983516065432989,0.004946219492565052,2.403794906106876e-13,0.011536893559366629,8.094094038231718e-07,1.7075151696381e-15,1.210543157472349e-08,1.7075151696381e-15
cosmx_bcc_xdonor_spot_0000060730,0.9947691914262148,4.037490919994555e-05,6.387514957219358e-06,1.7287140059369438e-15,0.003658328332036414,1.7287140059369438e-15,0.0015257178175865941,1.7287140059369438e-15
cosmx_bcc_xdonor_spot_0000060731,0.9993441013040311,2.2073414783151113e-10,0.0004879914403025977,6.087573006881893e-10,0.0001679063836873731,1.7347433060495913e-15,4.2484000331331266e-11,1.7347433060495913e-15
cosmx_bcc_xdonor_spot_0000060732,0.9932977862094754,4.589427280621607e-14,1.6106817957948997e-15,1.6106817957948997e-15,2.164061615723913e-05,0.0008775805682299348,0.005802992606086534,1.6106817957948997e-15
cosmx_bcc_xdonor_spot_0000060733,0.8595433155767308,1.7370834593770941e-15,0.12296042960546917,1.7370834593770941e-15,1.7370834593770941e-15,1.7370834593770941e-15,0.017496254817791237,1.7370834593770941e-15
cosmx_bcc_xdonor_spot_0000060734,0.9494149252221443,5.290241006313654e-05,0.006186497121586347,0.000258802848031407,2.7746323250662744e-14,0.016366084515052094,0.027720766083710255,2.1799384737958525e-08
cosmx_bcc_xdonor_spot_0000060735,0.19817306487435624,0.0936252326345219,0.3281773917399843,1.616637789212426e-15,0.14534116895021573,1.616637789212426e-15,0.23468314180091693,1.616637789212426e-15
cosmx_bcc_xdonor_spot_0000060736,0.9650439597283506,3.953055764201328e-15,3.27759364792597e-06,1.0282483619610877e-08,1.1262866525444922e-09,1.6991333993464743e-15,0.03495275126922408,1.6991333993464743e-15
cosmx_bcc_xdonor_spot_0000060737,0.9503470420030627,1.7284299047293751e-15,1.7284299047293751e-15,1.7284299047293751e-15,1.7284299047293751e-15,5.19418479772966e-13,0.047271629417689955,0.0023813285787208645
cosmx_bcc_xdonor_spot_0000060738,0.6272273915389608,1.4446005673308723e-15,4.123529958829282e-08,1.4446005673308723e-15,1.4446005673308723e-15,0.32104983279189986,0.051722734433833954,1.4446005673308723e-15
cosmx_bcc_xdonor_spot_0000060739,0.33351640128054055,1.334741632107712e-15,1.334741632107712e-15,1.334741632107712e-15,1.334741632107712e-15,0.6664835987194514,1.334741632107712e-15,1.334741632107712e-15
cosmx_bcc_xdonor_spot_0000060740,0.31568846658814925,1.3139490496772634e-15,1.4329492218608776e-15,1.3139490496772634e-15,1.4183817005332154e-15,0.684311533410924,9.19811887170449e-13,1.3139490496772634e-15
cosmx_bcc_xdonor_spot_0000060741,0.04075440234836746,1.2687039439685979e-15,0.13432587722393388,1.2687039439685979e-15,1.2687039439685979e-15,0.8249197204276923,1.2687039439685979e-15,1.2687039439685979e-15
cosmx_bcc_xdonor_spot_0000060742,0.05487999948896565,1.2503573070445663e-15,1.2503573070445663e-15,1.2503573070445663e-15,0.008624300015682216,0.9364957004953459,1.2503573070445663e-15,1.2503573070445663e-15
cosmx_bcc_xdonor_spot_0000061023,0.999999999999988,1.6746160243873804e-15,1.6746160243873804e-15,1.6746160243873804e-15,1.6746160243873804e-15,1.6746160243873804e-15,1.6746160243873804e-15,1.6746160243873804e-15
cosmx_bcc_xdonor_spot_0000061024,0.9999999999999885,1.618771524063034e-15,1.618771524063034e-15,1.618771524063034e-15,1.618771524063034e-15,1.618771524063034e-15,1.618771524063034e-15,1.618771524063034e-15
cosmx_bcc_xdonor_spot_0000061025,0.8508349492593033,0.009036057184366869,2.892477960242269e-05,1.6352895032990854e-15,0.001100221162532816,1.6352895032990854e-15,0.1389998476141897,1.6352895032990854e-15
cosmx_bcc_xdonor_spot_0000061026,0.9999999999225947,1.6548961557810552e-15,1.6548961557810552e-15,1.6548961557810552e-15,1.6548961557810552e-15,7.7395070131767e-11,1.6548961557810552e-15,1.6548961557810552e-15
cosmx_bcc_xdonor_spot_0000061027,0.9675430523103304,8.804019699989271e-13,1.599454336540285e-15,0.031472322788717234,1.599454336540285e-15,0.0009846249000652026,1.599454336540285e-15,1.599454336540285e-15
cosmx_bcc_xdonor_spot_0000061028,0.9999999999981203,1.0847957854201991e-12,1.6378460065726732e-15,5.691777576034351e-13,1.6378460065726732e-15,1.6378460065726732e-15,2.1900960878431862e-13,1.6378460065726732e-15
cosmx_bcc_xdonor_spot_0000061029,0.9965995511647848,1.6940682142532762e-15,1.6940682142532762e-15,0.003400448835203875,1.6940682142532762e-15,2.787487459203979e-15,1.6940682142532762e-15,1.6940682142532762e-15
cosmx_bcc_xdonor_spot_0000061030,0.9968454333389308,1.1471533346201078e-12,1.599574482426513e-15,1.0796418582637406e-07,1.599574482426513e-15,7.757708465508195e-09,0.003154450938022925,1.599574482426513e-15
cosmx_bcc_xdonor_spot_0000061031,0.9411545506735983,1.5696181196380347e-15,2.7213399123721006e-12,1.802187203194732e-14,0.0002889600397465385,0.05855646463170886,2.4652203706099794e-08,1.5696181196380347e-15
cosmx_bcc_xdonor_spot_0000061032,0.8753615590298949,1.6905805013970571e-15,0.1117077056249389,1.60170914632367e-10,1.6905805013970571e-15,3.5577031109732825e-07,0.012930379414679128,1.6905805013970571e-15
cosmx_bcc_xdonor_spot_0000061033,0.9881774061351334,0.00013573759667709757,1.8640622546168074e-15,0.0001090491887192379,1.8640622546168074e-15,1.8640622546168074e-15,0.011577807079462706,1.8640622546168074e-15
cosmx_bcc_xdonor_spot_0000061034,0.48430894655910955,1.6378391385581965e-15,0.4239093089961024,1.6378391385581965e-15,0.09178174444208356,2.697913392869434e-12,1.6378391385581965e-15,1.6378391385581965e-15
cosmx_bcc_xdonor_spot_0000061035,0.9294884036910855,3.6956215451198665e-06,0.0087791029111376,1.4157571939084445e-12,0.05568131014223059,1.797382452896545e-15,0.0060474876325817255,1.797382452896545e-15
cosmx_bcc_xdonor_spot_0000061036,0.9233192925157508,1.6162272170372782e-09,9.34163009513823e-11,0.05941889235416514,1.7535899246878905e-15,1.7535899246878905e-15,0.01726181340940453,1.1032209762877839e-11
cosmx_bcc_xdonor_spot_0000061037,0.9069137000489792,1.744946886095601e-05,0.010473251459083295,1.9799757744057244e-09,0.00227053001736267,0.01996849089425327,0.06035657613148291,1.8360818884141227e-15
cosmx_bcc_xdonor_spot_0000061038,0.6030500111782883,1.3856377230563858e-15,1.3856377230563858e-15,1.3856377230563858e-15,0.014553140983741452,0.3823968420181962,5.819768464859815e-09,1.3856377230563858e-15
cosmx_bcc_xdonor_spot_0000061039,0.5664131639205926,3.4976433089205945e-15,1.157728340484707e-09,1.4944463432247063e-15,0.05112750608768443,0.3413456543409107,0.04111367449307732,1.4944463432247063e-15
cosmx_bcc_xdonor_spot_0000061040,1.6995547407504378e-15,1.2854494133011895e-14,0.4549192917951185,1.6995547407504378e-15,0.5450807082043042,1.6995547407504378e-15,5.573816442181107e-13,1.6995547407504378e-15
cosmx_bcc_xdonor_spot_0000061041,0.19598560507567436,0.023242437299929853,0.23806519766831888,0.029970361420724106,0.21433771242744937,0.29839552182143436,3.1642864671681382e-06,1.9634605110682136e-15
cosmx_bcc_xdonor_spot_0000061042,3.1427487645423105e-13,9.665971448815684e-16,9.665971448815684e-16,9.665971448815684e-16,9.665971448815684e-16,0.99999999999968,9.665971448815684e-16,9.665971448815684e-16
cosmx_bcc_xdonor_spot_0000061046,0.2710261686541907,0.2688462958141659,0.05302484060274065,0.24966353168172511,2.9489837060263867e-15,3.194635261113326e-12,0.15743916324397694,2.9489837060263867e-15
cosmx_bcc_xdonor_spot_0000061322,0.9999999999999888,1.5585037094497834e-15,1.5585037094497834e-15,1.5585037094497834e-15,1.5585037094497834e-15,1.5585037094497834e-15,1.5585037094497834e-15,1.5585037094497834e-15
cosmx_bcc_xdonor_spot_0000061323,0.9210250706605299,2.2260014853189947e-05,0.003599431282777954,1.5052438611653569e-15,0.03142871071194242,1.5052438611653569e-15,0.043924527329891994,1.5052438611653569e-15
cosmx_bcc_xdonor_spot_0000061324,0.9360898866755674,3.6294751464045496e-12,0.00916420901178512,1.4838184614637186e-15,0.008523949788541608,1.4838184614637186e-15,0.046221954520471974,1.4838184614637186e-15
cosmx_bcc_xdonor_spot_0000061325,0.9999999999991219,1.6212957048492387e-15,1.6212957048492387e-15,1.6212957048492387e-15,1.6212957048492387e-15,1.6212957048492387e-15,8.680761379114826e-13,1.6212957048492387e-15
cosmx_bcc_xdonor_spot_0000061326,0.9999999999999191,1.5151368860011664e-15,1.5151368860011664e-15,1.5151368860011664e-15,1.5151368860011664e-15,7.171120989103718e-14,1.5151368860011664e-15,1.5151368860011664e-15
cosmx_bcc_xdonor_spot_0000061327,0.9989245759974712,1.472869857801209e-15,1.472869857801209e-15,1.472869857801209e-15,0.001075424002519668,1.472869857801209e-15,1.472869857801209e-15,1.472869857801209e-15
cosmx_bcc_xdonor_spot_0000061328,0.9852618240861258,4.9779413514701697e-11,1.5922546218271422e-15,0.00017560605100698677,0.008344975748086398,0.006217593997719657,6.727864798028563e-11,1.5922546218271422e-15
cosmx_bcc_xdonor_spot_0000061329,0.9962449774945595,4.9445130438651224e-15,1.5658547487861199e-15,0.0037550225054274284,1.5658547487861199e-15,1.5658547487861199e-15,1.5658547487861199e-15,1.5658547487861199e-15
cosmx_bcc_xdonor_spot_0000061330,0.9999999995544748,1.4432221417859724e-15,1.4432221417859724e-15,2.221947572352769e-13,1.4432221417859724e-15,2.5060268780198934e-10,1.9469442030916477e-10,1.4432221417859724e-15
cosmx_bcc_xdonor_spot_0000061331,0.9918165650263463,4.2457733192306655e-10,0.004354579959053643,3.588953108221662e-11,2.067786671019299e-15,1.6804168774033322e-15,0.0038155679787590558,1.3286575370236272e-05
cosmx_bcc_xdonor_spot_0000061332,0.9470075334174582,9.164671724561613e-13,8.875994781426523e-10,0.020919332017094262,1.582564658687068e-15,0.018169388102723737,0.01390374557420457,1.582564658687068e-15
cosmx_bcc_xdonor_spot_0000061333,0.6217137848652113,0.06277772341487396,0.13145362516166367,1.5941352480836616e-15,0.09250100179450953,0.01689701292761774,0.07465685183612049,1.5941352480836616e-15
cosmx_bcc_xdonor_spot_0000061334,0.8671390165934637,0.04560217423223826,1.5575592478488477e-05,0.021112387145532124,0.06612154326248189,1.825429387170617e-15,9.30317380169273e-06,1.825429387170617e-15
cosmx_bcc_xdonor_spot_0000061335,0.9229482670884104,1.6367329132061143e-15,1.6367329132061143e-15,0.001613596315110385,1.6367329132061143e-15,0.044847840457277084,0.03059029613919559,1.6367329132061143e-15
cosmx_bcc_xdonor_spot_0000061336,0.9385055847039858,1.0893666274748741e-10,1.081726651620777e-12,8.481089914023464e-11,1.8423761208988684e-15,0.009026664909006483,0.0524677501921747,1.8423761208988684e-15
cosmx_bcc_xdonor_spot_0000061337,0.718692935593963,1.41752762721514e-13,1.6229008029261822e-15,3.5439739190398496e-12,0.03050701242957695,0.24644019757953003,0.004359854393240953,1.6229008029261822e-15
cosmx_bcc_xdonor_spot_0000061338,1.4974363200736907e-15,1.399933040513016e-05,0.5680150778350074,1.4974363200736907e-15,0.37085199494651094,1.203305984357681e-14,0.061118927888059865,1.4974363200736907e-15
cosmx_bcc_xdonor_spot_0000061339,1.7299731002280824e-15,0.3136737996433405,0.1776011999000023,1.7299731002280824e-15,0.4379585935527614,1.7299731002280824e-15,0.0707664069038886,1.7299731002280824e-15
cosmx_bcc_xdonor_spot_0000061340,1.968965260386839e-15,0.07495276499658855,0.502162957612035,1.968965260386839e-15,0.42288427736336276,1.968965260386839e-15,2.8005700380168136e-11,1.968965260386839e-15
cosmx_bcc_xdonor_spot_0000061341,1.8639265353974188e-05,1.0483143710033668e-15,1.0483143710033668e-15,1.0483143710033668e-15,0.03673876105137318,0.9632425996832675,1.0483143710033668e-15,1.0483143710033668e-15
cosmx_bcc_xdonor_spot_0000061342,7.880863736021235e-16,7.880863736021235e-16,7.880863736021235e-16,7.880863736021235e-16,7.880863736021235e-16,0.9999999999999947,7.880863736021235e-16,7.880863736021235e-16
cosmx_bcc_xdonor_spot_0000061346,0.11637173573103943,0.31287952088762877,0.02805155166110492,0.35511559177244373,3.2427717483368084e-15,0.1875815999051417,4.263485239324303e-11,3.2427717483368084e-15
cosmx_bcc_xdonor_spot_0000061621,0.9964832107195722,1.495978734077453e-15,0.0026355499970881916,1.495978734077453e-15,1.495978734077453e-15,1.495978734077453e-15,0.0008812392833320551,1.495978734077453e-15
cosmx_bcc_xdonor_spot_0000061622,0.9999999999653135,1.567817781427241e-15,1.567817781427241e-15,3.4676750927291685e-11,1.567817781427241e-15,1.567817781427241e-15,1.567817781427241e-15,1.567817781427241e-15
cosmx_bcc_xdonor_spot_0000061623,0.995719712154442,1.5229706780020798e-15,1.5229706780020798e-15,9.603340746491399e-07,0.004279327511475448,1.5229706780020798e-15,1.5229706780020798e-15,1.5229706780020798e-15
cosmx_bcc_xdonor_spot_0000061624,0.9732515962474636,1.520745122240648e-15,1.520745122240648e-15,1.907083037516349e-13,0.026748403752337845,1.520745122240648e-15,1.520745122240648e-15,1.520745122240648e-15
cosmx_bcc_xdonor_spot_0000061625,0.9779862914741775,1.558050078514214e-15,1.558050078514214e-15,1.558050078514214e-15,0.022013708525812917,1.558050078514214e-15,1.558050078514214e-15,1.558050078514214e-15
cosmx_bcc_xdonor_spot_0000061626,0.8780355418497281,1.381354944728087e-15,1.381354944728087e-15,1.381354944728087e-15,1.381354944728087e-15,0.12195754801696793,6.910133296952771e-06,1.381354944728087e-15
cosmx_bcc_xdonor_spot_0000061627,0.9197879365415699,1.3070744112381327e-15,1.3070744112381327e-15,0.025839471588993943,0.013419491918638081,0.04095309995043401,3.600004409454507e-13,1.3070744112381327e-15
cosmx_bcc_xdonor_spot_0000061628,0.9268388481856947,1.708639732695618e-15,1.3892114663373788e-15,0.06967429709927479,0.003486854705082958,9.941555074193131e-12,1.3892114663373788e-15,1.3892114663373788e-15
cosmx_bcc_xdonor_spot_0000061629,0.9959951721781046,4.332336222628027e-12,1.4956845154692583e-15,1.4956845154692583e-15,0.004004547011023834,1.4956845154692583e-15,2.808065330733432e-07,1.4956845154692583e-15
cosmx_bcc_xdonor_spot_0000061630,0.9999148041351763,7.186136173230352e-12,1.5707383611633048e-15,1.5707383611633048e-15,5.057401735673623e-09,8.519079970777483e-05,5.231933455843541e-13,1.5707383611633048e-15
cosmx_bcc_xdonor_spot_0000061631,0.863140356397844,0.007037099609087542,1.7515079576666328e-15,6.05349976030653e-14,0.025064470196723008,0.10475807370673883,8.954234031975016e-11,1.7515079576666328e-15
cosmx_bcc_xdonor_spot_0000061632,0.6043305400399531,0.10209246469783032,0.061760185220866494,1.5350651699601596e-15,0.14467128712826888,0.05127943273117559,0.035866090180869226,1.0348797107029279e-12
cosmx_bcc_xdonor_spot_0000061633,0.8073032373674448,7.568679138512227e-09,1.4571113488896815e-15,8.79027363896953e-05,0.07158137398558917,0.11724943804924148,0.0037780402926528883,1.4571113488896815e-15
cosmx_bcc_xdonor_spot_0000061634,0.6808318833029016,1.4076479384859484e-15,1.4076479384859484e-15,1.4076479384859484e-15,1.4076479384859484e-15,0.3191681166970897,1.4076479384859484e-15,1.4076479384859484e-15
cosmx_bcc_xdonor_spot_0000061635,0.6990416870096905,0.0125647100270036,0.000590555356091809,1.6495094027700166e-15,0.12482765948264354,0.0791311823343966,0.08384420579017045,1.6495094027700166e-15
cosmx_bcc_xdonor_spot_0000061636,0.17807416159192896,0.12355943712523972,0.40827389387469504,1.4854987028108542e-15,0.18566264781491645,0.00020741612049879883,0.10422244347271802,1.4854987028108542e-15
cosmx_bcc_xdonor_spot_0000061637,0.018357623037544322,0.038298309401935716,0.21521152491774667,1.9222340901530848e-12,0.6333070996122171,4.893567595257841e-10,0.04878298035168035,0.04604246218759685
cosmx_bcc_xdonor_spot_0000061638,0.2989568632933929,2.3383095809645803e-07,0.08744429130544627,1.0559909037398928e-07,0.2727332553856113,0.23411484895460674,4.2521081730565335e-07,0.10674997642007716
cosmx_bcc_xdonor_spot_0000061639,0.16274794097275785,0.015421875787565053,0.23677171687383342,8.589542892335819e-14,0.42160524135732524,0.11613250149015229,0.04732072351827848,1.819640473428308e-15
cosmx_bcc_xdonor_spot_0000061640,1.2471411593141934e-05,0.484451022560866,0.03607233524673835,2.2508986826618327e-08,0.3002530865185744,0.06250859208553487,0.10490639897551478,0.011796070692191669
cosmx_bcc_xdonor_spot_0000061641,7.681851524995905e-16,7.681851524995905e-16,7.681851524995905e-16,7.681851524995905e-16,0.022577907080734753,0.9774220929192607,7.681851524995905e-16,7.681851524995905e-16
cosmx_bcc_xdonor_spot_0000061644,0.014480531529154385,4.794998287762207e-14,2.5524902506893e-15,0.553984265788562,2.5524902506893e-15,0.43153520268222534,2.5524902506893e-15,2.5524902506893e-15
cosmx_bcc_xdonor_spot_0000061645,0.06322105560094976,0.05525182078310743,3.953182951234105e-15,0.6448457364940839,2.7408531043280465e-15,0.12685549221976003,0.08574912160958718,0.024076773292504787
cosmx_bcc_xdonor_spot_0000061920,0.9889645158703222,2.6317892437602045e-11,1.6374346238231846e-15,0.011035311436755683,1.6374346238231846e-15,3.9692252832614437e-13,1.7266620243630178e-07,1.6374346238231846e-15
cosmx_bcc_xdonor_spot_0000061921,0.998306779487759,1.5717600654153636e-15,1.5717600654153636e-15,1.5717600654153636e-15,1.5717600654153636e-15,1.5717600654153636e-15,0.0016932205122312252,1.5717600654153636e-15
cosmx_bcc_xdonor_spot_0000061922,0.9873682990748867,1.4818986577608133e-15,1.4818986577608133e-15,0.012631700925102721,1.4818986577608133e-15,1.4818986577608133e-15,3.089144042481424e-15,1.4818986577608133e-15
cosmx_bcc_xdonor_spot_0000061923,0.9999999999999893,1.4889725884276396e-15,1.4889725884276396e-15,1.4889725884276396e-15,1.4889725884276396e-15,1.4889725884276396e-15,1.4889725884276396e-15,1.4889725884276396e-15
cosmx_bcc_xdonor_spot_0000061924,0.9963614478234519,1.3611471722975656e-15,1.3611471722975656e-15,1.3611471722975656e-15,0.0036107936243354806,2.775855220552762e-05,1.3611471722975656e-15,1.3611471722975656e-15
cosmx_bcc_xdonor_spot_0000061925,0.9597448594621143,1.2752646929369202e-15,1.2752646929369202e-15,1.2752646929369202e-15,1.2752646929369202e-15,0.04025514053787779,1.2752646929369202e-15,1.2752646929369202e-15
cosmx_bcc_xdonor_spot_0000061926,0.9999975756008329,1.4122029815348823e-15,1.4122029815348823e-15,1.4122029815348823e-15,1.4122029815348823e-15,2.424399158441612e-06,1.4122029815348823e-15,1.4122029815348823e-15
cosmx_bcc_xdonor_spot_0000061927,0.9882942268360406,1.5042323467555488e-15,1.5042323467555488e-15,1.5042323467555488e-15,0.011705759040528181,1.4019610706015905e-08,9.712509571167272e-11,6.690880787195235e-12
cosmx_bcc_xdonor_spot_0000061928,0.9988479282862005,1.5908884555163187e-15,1.5908884555163187e-15,1.5908884555163187e-15,0.0011520466443104272,1.5908884555163187e-15,1.5908884555163187e-15,2.5069480969518516e-08
cosmx_bcc_xdonor_spot_0000061929,0.9999999999999883,1.6343176696452395e-15,1.6343176696452395e-15,1.6343176696452395e-15,1.6343176696452395e-15,1.6343176696452395e-15,1.6343176696452395e-15,1.6343176696452395e-15
cosmx_bcc_xdonor_spot_0000061930,0.9987914591954331,1.7322956517481788e-15,6.620675905462248e-12,3.934262881995882e-09,2.9216897183041116e-08,1.7322956517481788e-15,0.0012079306890083635,5.769577742079686e-07
cosmx_bcc_xdonor_spot_0000061931,0.2705149757606711,0.4389436982357606,0.10937586955593999,1.5935185319145774e-15,0.036275953456072915,1.5935185319145774e-15,0.14488950299155057,1.5935185319145774e-15
cosmx_bcc_xdonor_spot_0000061932,0.5913705905002437,0.0001884603507286604,0.3415209720506228,1.5018401203892557e-15,0.023071431941285334,4.085216706211007e-05,0.04380769299005431,1.5018401203892557e-15
cosmx_bcc_xdonor_spot_0000061933,0.8461712929434981,0.012141413035550493,4.121353772753101e-08,1.6189124336450212e-15,0.04084134725684383,0.01762386656759992,0.08322203898296651,1.6189124336450212e-15
cosmx_bcc_xdonor_spot_0000061934,0.6889854759221706,0.028414022396462114,0.008314114213502208,1.6924964842602023e-15,0.17035428205507527,0.026791687510993385,0.07714041790179282,1.6924964842602023e-15
cosmx_bcc_xdonor_spot_0000061935,0.7317852843868594,7.777153346355102e-12,0.11136568315502854,1.5446617364596292e-15,0.07982945877170428,0.06398495649057911,0.01303461718804832,1.5446617364596292e-15
cosmx_bcc_xdonor_spot_0000061936,0.5494423466540033,1.1302043625786195e-11,1.4608354795735877e-15,1.4608354795735877e-15,0.06305583090396462,0.3785542321118226,0.008947590318903036,1.4608354795735877e-15
cosmx_bcc_xdonor_spot_0000061937,0.46613084912461406,0.0010380293701306748,2.8231526722289955e-12,8.913101476939701e-15,0.024671346202278985,0.5081588171605063,9.581396360090437e-07,1.7562886587975267e-15
cosmx_bcc_xdonor_spot_0000061938,0.420409625435733,2.2690480571361043e-14,1.4994179828894963e-15,1.4994179828894963e-15,0.17192773708071868,0.40766263748351955,1.4994179828894963e-15,1.4994179828894963e-15
cosmx_bcc_xdonor_spot_0000061939,0.14564885975080152,0.2863682447784397,0.0010353174471804806,1.5640391045289947e-15,0.38278933535570375,0.16400929765708966,0.02014894501078175,1.5640391045289947e-15
cosmx_bcc_xdonor_spot_0000061940,1.013037950578619e-15,1.013037950578619e-15,1.013037950578619e-15,1.013037950578619e-15,0.01596929900167624,0.9840307009983177,1.013037950578619e-15,1.013037950578619e-15
cosmx_bcc_xdonor_spot_0000061941,7.529827399538156e-16,7.529827399538156e-16,7.529827399538156e-16,7.529827399538156e-16,7.529827399538156e-16,0.9999999999999949,7.529827399538156e-16,7.529827399538156e-16
cosmx_bcc_xdonor_spot_0000062219,0.9265311968086231,1.699222908938145e-15,4.16036461516979e-15,0.07346880318373655,1.699222908938145e-15,1.699222908938145e-15,7.629221969439378e-12,1.699222908938145e-15
cosmx_bcc_xdonor_spot_0000062220,0.9715527445858246,1.5455637419125577e-15,1.5455637419125577e-15,1.5455637419125577e-15,0.021725143632504218,1.4589295011231429e-08,0.006722097192369804,1.5455637419125577e-15
cosmx_bcc_xdonor_spot_0000062221,0.9495173710459938,3.084974403519896e-08,1.5363742851113301e-15,1.5363742851113301e-15,0.05047778275455411,1.0773924552366753e-14,4.815349601662334e-06,9.233708765707061e-14
cosmx_bcc_xdonor_spot_0000062222,0.9933856653456776,1.475597093365726e-15,1.475597093365726e-15,1.475597093365726e-15,0.006614334654313268,1.475597093365726e-15,1.475597093365726e-15,1.475597093365726e-15
cosmx_bcc_xdonor_spot_0000062223,0.9730391031589247,1.451044600782997e-15,1.451044600782997e-15,1.451044600782997e-15,0.026960896840928415,1.3941126429094097e-13,1.451044600782997e-15,1.451044600782997e-15
cosmx_bcc_xdonor_spot_0000062224,0.9489220890854149,1.3653749115616652e-15,1.3653749115616652e-15,1.3653749115616652e-15,0.05107791091333662,1.2414754219873622e-12,1.3653749115616652e-15,1.3653749115616652e-15
cosmx_bcc_xdonor_spot_0000062225,0.9896560981284321,1.3537757215576943e-15,1.3537757215576943e-15,1.3537757215576943e-15,0.010343901871559634,1.3537757215576943e-15,1.3537757215576943e-15,1.3537757215576943e-15
cosmx_bcc_xdonor_spot_0000062226,0.9633239149976118,1.5565618339839202e-15,1.5565618339839202e-15,1.5565618339839202e-15,0.03667608500237863,1.5565618339839202e-15,1.5565618339839202e-15,1.5565618339839202e-15
cosmx_bcc_xdonor_spot_0000062227,0.9531014248112729,1.5812214163139198e-15,1.5812214163139198e-15,1.5812214163139198e-15,0.04689857518871726,1.5812214163139198e-15,1.5812214163139198e-15,1.5812214163139198e-15
cosmx_bcc_xdonor_spot_0000062228,0.9999999999979314,1.6216775120837875e-15,1.6216775120837875e-15,1.5326865596716754e-14,1.6216775120837875e-15,1.6216775120837875e-15,2.0450342383291208e-12,1.6216775120837875e-15
